Unnamed: 0,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clusters,mood_index,Cluster,Mood,Normalized mood_index
20017,Charlie Puth;Jung Kook;BTS,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),92,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,1,2.0483200000000004,0,happy/Upbeat,0.7982839484991782
88609,KAROL G;Maldy,GATÚBELA,GATÚBELA,90,0.627,0.858,-2.824,0.386,0.263,0.0,0.21,0.342,92.523,1,2.0478,0,happy/Upbeat,0.797782742713721
89608,KAROL G;Maldy,GATÚBELA,GATÚBELA,90,0.627,0.858,-2.824,0.386,0.263,0.0,0.21,0.342,92.523,1,2.0478,0,happy/Upbeat,0.797782742713721
65056,TWICE,BETWEEN 1&2,Talk that Talk,86,0.772,0.907,-2.438,0.124,0.136,0.0,0.334,0.783,119.973,1,2.0465,0,happy/Upbeat,0.7965297282500785
65053,IVE,After LIKE,After LIKE,88,0.68,0.922,-1.215,0.121,0.103,0.0,0.0877,0.799,125.014,1,2.04184,0,happy/Upbeat,0.7920381533265607
20654,Camila Cabello;Ed Sheeran,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),87,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,1,2.0416,0,happy/Upbeat,0.7918068275794264
89658,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),88,0.795,0.845,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,1,2.0403000000000002,0,happy/Upbeat,0.7905538131157845
68663,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),88,0.795,0.845,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,1,2.0403000000000002,0,happy/Upbeat,0.7905538131157845
88708,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),88,0.795,0.845,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,1,2.0403000000000002,0,happy/Upbeat,0.7905538131157845
89409,KAROL G,PROVENZA,PROVENZA,93,0.87,0.516,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,1,2.0382000000000002,0,happy/Upbeat,0.7885297128283623
88408,KAROL G,PROVENZA,PROVENZA,93,0.87,0.516,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,1,2.0382000000000002,0,happy/Upbeat,0.7885297128283623
81118,Justin Bieber,Justice,Ghost,88,0.601,0.741,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,0,2.0353,1,happy/Upbeat,0.7857345267171598
67907,Luar La L,L3tra,Caile,91,0.704,0.756,-4.948,0.448,0.298,3.75e-06,0.0852,0.461,121.737,1,2.03434,0,happy/Upbeat,0.7848092237286238
68554,Luar La L,L3tra,Caile,91,0.704,0.756,-4.948,0.448,0.298,3.75e-06,0.0852,0.461,121.737,1,2.03434,0,happy/Upbeat,0.7848092237286238
88451,Bad Bunny,Un Verano Sin Ti,Efecto,95,0.801,0.475,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,1,2.03118,0,happy/Upbeat,0.7817634347246933
89451,Bad Bunny,Un Verano Sin Ti,Efecto,95,0.801,0.475,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,1,2.03118,0,happy/Upbeat,0.7817634347246933
88500,Bad Bunny,Un Verano Sin Ti,Neverita,93,0.876,0.498,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,1,2.031,0,happy/Upbeat,0.781589940414343
67700,Bad Bunny,Un Verano Sin Ti,Neverita,93,0.876,0.498,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,1,2.031,0,happy/Upbeat,0.781589940414343
89500,Bad Bunny,Un Verano Sin Ti,Neverita,93,0.876,0.498,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,1,2.031,0,happy/Upbeat,0.781589940414343
86106,blink-182,Enema Of The State,All The Small Things,83,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,0,2.0302000000000002,1,happy/Upbeat,0.7808188545905632
91615,Queen,Jazz (2011 Remaster),Don't Stop Me Now - Remastered 2011,82,0.559,0.868,-5.276,0.17,0.0475,0.000176,0.776,0.609,156.295,0,2.0297000000000005,1,happy/Upbeat,0.780336925950701
20910,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,87,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,1,2.0281000000000002,0,happy/Upbeat,0.778794754303141
53002,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,2.02788,0,happy/Upbeat,0.7785827057016015
20014,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,2.02788,0,happy/Upbeat,0.7785827057016015
81064,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,2.02788,0,happy/Upbeat,0.7785827057016015
83013,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,2.02788,0,happy/Upbeat,0.7785827057016015
31014,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,2.02788,0,happy/Upbeat,0.7785827057016015
51402,Yung Gravy,Betty (Get Money),Betty (Get Money),87,0.723,0.772,-6.784,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,1,2.0258000000000003,0,happy/Upbeat,0.7765778825597738
81155,Doja Cat,Planet Her,Woman,88,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,1,2.0243,0,happy/Upbeat,0.7751320966401865
20013,Doja Cat,Planet Her,Woman,88,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,1,2.0243,0,happy/Upbeat,0.7751320966401865
20200,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),90,0.801,0.601,-7.574,0.255,0.0777,3.23e-05,0.145,0.74,159.969,1,2.0231999999999997,0,happy/Upbeat,0.7740718536324885
3255,Gorillaz,Demon Days,Feel Good Inc.,84,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,1,2.0208,0,happy/Upbeat,0.7717585961611492
91022,Imagine Dragons;JID;Arcane;League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,1,2.0188999999999995,0,happy/Upbeat,0.7699272673296714
79051,Elton John;Britney Spears,Hold Me Closer,Hold Me Closer,89,0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,1,2.018,0,happy/Upbeat,0.7690597957779194
91254,Elton John;Britney Spears,Hold Me Closer,Hold Me Closer,89,0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,1,2.018,0,happy/Upbeat,0.7690597957779194
43000,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,1,2.0177199999999997,0,happy/Upbeat,0.7687899157395963
53109,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,1,2.0177199999999997,0,happy/Upbeat,0.7687899157395963
20811,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,1,2.0177199999999997,0,happy/Upbeat,0.7687899157395963
23002,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,1,2.0177199999999997,0,happy/Upbeat,0.7687899157395963
81000,The Weeknd,After Hours,Blinding Lights,91,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0,2.01734,1,happy/Upbeat,0.768423649973301
47000,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,0.466,0.9,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,0,2.0167,1,happy/Upbeat,0.7678067813142774
91051,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,0.466,0.9,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,0,2.0167,1,happy/Upbeat,0.7678067813142774
71000,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,0.466,0.9,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,0,2.0167,1,happy/Upbeat,0.7678067813142774
71108,Bon Jovi,Slippery When Wet,Livin' On A Prayer,85,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,1,2.0157000000000003,0,happy/Upbeat,0.7668429240345526
91727,Bon Jovi,Slippery When Wet,Livin' On A Prayer,85,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,1,2.0157000000000003,0,happy/Upbeat,0.7668429240345526
89561,Luar La L,L3tra,Caile,90,0.704,0.756,-4.948,0.448,0.298,3.75e-06,0.0852,0.461,121.737,1,2.01434,0,happy/Upbeat,0.7655320781341263
88560,Luar La L,L3tra,Caile,90,0.704,0.756,-4.948,0.448,0.298,3.75e-06,0.0852,0.461,121.737,1,2.01434,0,happy/Upbeat,0.7655320781341263
20364,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,0,2.0141999999999998,1,happy/Upbeat,0.7653971381149648
11014,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,0,2.0141999999999998,1,happy/Upbeat,0.7653971381149648
103008,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,0,2.0141999999999998,1,happy/Upbeat,0.7653971381149648
51401,Eminem;Rihanna,Recovery,Love The Way You Lie,83,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,1,2.0131,0,happy/Upbeat,0.7643368951072678
65031,BTS,Proof,Yet To Come,85,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,0,2.0119,1,happy/Upbeat,0.7631802663715976
81386,BTS,Proof,Yet To Come,85,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,0,2.0119,1,happy/Upbeat,0.7631802663715976
57034,Måneskin,Chosen,Beggin',86,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,1,2.0107,0,happy/Upbeat,0.7620236376359278
91013,Måneskin,Chosen,Beggin',86,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,1,2.0107,0,happy/Upbeat,0.7620236376359278
56034,Måneskin,Chosen,Beggin',86,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,1,2.0107,0,happy/Upbeat,0.7620236376359278
85056,blink-182,Enema Of The State,All The Small Things,82,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,0,2.0102,1,happy/Upbeat,0.7615417089960657
51203,Drake;21 Savage,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,0.529,0.673,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,0,2.0098,1,happy/Upbeat,0.7611561660841754
68824,Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,84,0.81,0.789,-5.08,0.0846,0.191,1.08e-05,0.467,0.77,105.009,1,2.0082,0,happy/Upbeat,0.7596139944366157
89868,Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,84,0.81,0.789,-5.08,0.0846,0.191,1.08e-05,0.467,0.77,105.009,1,2.0082,0,happy/Upbeat,0.7596139944366157
51301,Eminem;Dido,The Marshall Mathers LP,Stan,85,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,1,2.0079000000000002,0,happy/Upbeat,0.7593248372526985
51159,Eminem,The Eminem Show,Without Me,88,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,1,2.0074,0,happy/Upbeat,0.7588429086128359
20026,Avicii,The Days / Nights,The Nights,86,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,1,2.0021999999999998,1,happy/Upbeat,0.7538308507582663
81183,Avicii,The Days / Nights,The Nights,86,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,1,2.0021999999999998,1,happy/Upbeat,0.7538308507582663
